table_number,table_title,2012_naics_code,data_item,kind_of_business,type_of_operation,year,estimate_value,estimate_flag
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Manufacturers' sales branches and offices,2005,347946,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Merchant Wholesalers,2006,685603,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,"Merchant Wholesalers, except manufacturers' sales branches and offices",2006,335753,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Manufacturers' sales branches and offices,2006,349850,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Merchant Wholesalers,2007,680684,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,"Merchant Wholesalers, except manufacturers' sales branches and offices",2007,341227,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Manufacturers' sales branches and offices,2007,339457,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Merchant Wholesalers,2008,573205,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,"Merchant Wholesalers, except manufacturers' sales branches and offices",2008,311815,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Manufacturers' sales branches and offices,2008,261390,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Merchant Wholesalers,2009,466771,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,"Merchant Wholesalers, except manufacturers' sales branches and offices",2009,258092,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Manufacturers' sales branches and offices,2009,208679,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Merchant Wholesalers,2010,571659,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,"Merchant Wholesalers, except manufacturers' sales branches and offices",2010,304838,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Manufacturers' sales branches and offices,2010,266821,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Merchant Wholesalers,2011,638656,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,"Merchant Wholesalers, except manufacturers' sales branches and offices",2011,340365,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Manufacturers' sales branches and offices,2011,298291,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Merchant Wholesalers,2012,735139,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,"Merchant Wholesalers, except manufacturers' sales branches and offices",2012,397085,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Manufacturers' sales branches and offices,2012,338054,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Merchant Wholesalers,2013,773055,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,"Merchant Wholesalers, except manufacturers' sales branches and offices",2013,404880,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Manufacturers' sales branches and offices,2013,368175,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Merchant Wholesalers,2014,804929,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,"Merchant Wholesalers, except manufacturers' sales branches and offices",2014,418056,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Manufacturers' sales branches and offices,2014,386873,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Merchant Wholesalers,2015,862707,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,"Merchant Wholesalers, except manufacturers' sales branches and offices",2015,433067,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Manufacturers' sales branches and offices,2015,429640,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Merchant Wholesalers,2016,876456,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,"Merchant Wholesalers, except manufacturers' sales branches and offices",2016,428806,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Manufacturers' sales branches and offices,2016,447650,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Merchant Wholesalers,2017,890332,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,"Merchant Wholesalers, except manufacturers' sales branches and offices",2017,449987,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Manufacturers' sales branches and offices,2017,440345,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Merchant Wholesalers,2018,940927,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,"Merchant Wholesalers, except manufacturers' sales branches and offices",2018,469111,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Manufacturers' sales branches and offices,2018,471816,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Merchant Wholesalers,2019,953538,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,"Merchant Wholesalers, except manufacturers' sales branches and offices",2019,483240,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Manufacturers' sales branches and offices,2019,470298,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Merchant Wholesalers,2020,862584,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,"Merchant Wholesalers, except manufacturers' sales branches and offices",2020,441053,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Manufacturers' sales branches and offices,2020,421531,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Merchant Wholesalers,2021,944351,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,"Merchant Wholesalers, except manufacturers' sales branches and offices",2021,489426,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Manufacturers' sales branches and offices,2021,454925,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Merchant Wholesalers,2022,1106893,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,554818,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4231,Sales,Motor Vehicle and Motor Vehicle Parts and Supplies,Manufacturers' sales branches and offices,2022,552075,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,"Merchant Wholesalers, except manufacturers' sales branches and offices",1992,31038,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,"Merchant Wholesalers, except manufacturers' sales branches and offices",1993,32149,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,"Merchant Wholesalers, except manufacturers' sales branches and offices",1994,33317,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,"Merchant Wholesalers, except manufacturers' sales branches and offices",1995,36575,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,"Merchant Wholesalers, except manufacturers' sales branches and offices",1996,38095,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,"Merchant Wholesalers, except manufacturers' sales branches and offices",1997,40227,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,"Merchant Wholesalers, except manufacturers' sales branches and offices",1998,43020,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,"Merchant Wholesalers, except manufacturers' sales branches and offices",1999,46925,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,"Merchant Wholesalers, except manufacturers' sales branches and offices",2000,52697,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,"Merchant Wholesalers, except manufacturers' sales branches and offices",2001,52433,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,Merchant Wholesalers,2002,71428,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,"Merchant Wholesalers, except manufacturers' sales branches and offices",2002,53484,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,Manufacturers' sales branches and offices,2002,17944,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,Merchant Wholesalers,2003,73952,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,"Merchant Wholesalers, except manufacturers' sales branches and offices",2003,55490,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,Manufacturers' sales branches and offices,2003,18462,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,Merchant Wholesalers,2004,80445,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,"Merchant Wholesalers, except manufacturers' sales branches and offices",2004,59807,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,Manufacturers' sales branches and offices,2004,20638,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,Merchant Wholesalers,2005,85670,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,"Merchant Wholesalers, except manufacturers' sales branches and offices",2005,63006,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,Manufacturers' sales branches and offices,2005,22664,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,Merchant Wholesalers,2006,91638,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,"Merchant Wholesalers, except manufacturers' sales branches and offices",2006,69081,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,Manufacturers' sales branches and offices,2006,22557,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,Merchant Wholesalers,2007,92477,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,"Merchant Wholesalers, except manufacturers' sales branches and offices",2007,69112,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,Manufacturers' sales branches and offices,2007,23365,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,Merchant Wholesalers,2008,86877,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,"Merchant Wholesalers, except manufacturers' sales branches and offices",2008,65983,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,Manufacturers' sales branches and offices,2008,20894,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,Merchant Wholesalers,2009,72551,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,"Merchant Wholesalers, except manufacturers' sales branches and offices",2009,54459,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,Manufacturers' sales branches and offices,2009,18092,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,Merchant Wholesalers,2010,75089,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,"Merchant Wholesalers, except manufacturers' sales branches and offices",2010,57406,
1,Table 1. Estimated Sales of U.S. Merchant Wholesalers: 1992 through 2022,4232,Sales,Furniture and Home Furnishings,Manufacturers' sales branches and offices,2010,17683,
